N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES	MQTT DATA
100	2374	12,2827470302582	0,009026496573065	0	0,163376834392548	2626	0	0,034184841024933	0	186797	370744
100	2018	11,529205083847	0,008639923408554	0	0,194124536514282	2982	0	0,034156417807036	0	162064	320951
100	2280	12,0293607711792	0,008532015273446	0	0,153342006206512	2720	0	0,034127746480095	0	180353	360689
100	2478	12,0294106006622	0,009087473274336	0	0,24292610168457	2522	0	0,034099123246929	0	194530	380962
100	2364	12,0377280712128	0,009522391858238	0	0,187419903278351	2636	0	0,034070695158987	0	186888	370705
100	2748	12,2855503559113	0,01086796050162	0	0,18312680721283	2252	0	0,03404260829032	0	213177	421143
100	2664	12,2868940830231	0,010329725864055	0	0,195303411483765	2336	0	0,034014714380593	0	207018	410701
AVG			0,009352572272781								
											
QOS SUBSCRIBE= 0											
QOS PUBLISH= 0											
1	28	12,0239117145538	0,001204167093549	0	0,20067286491394	22	0	0,032915185203735	0	4819	7721
1	20	12,0261213779449	0,00139285326004	0	0,200676441192627	30	0	0,03288897043187	0	3864	6543
1	25	11,2727069854736	0,001417560577393	0	0,200648546218872	25	0	0,032862797383445	0	4487	7199
1	25	11,5271353721619	0,001541051864624	0	0,200743436813354	25	0	0,032836665958929	0	4680	7919
1	27	11,5252294540405	0,001449549639667	0	0,2006516456604	23	0	0,032810576059106	0	4896	8125
1	26	11,2748489379883	0,001495150419382	0	0,200749397277832	24	0	0,032784527585078	0	4887	8309
1	21	11,2724978923798	0,001298189163208	0	0,20078182220459	29	0	0,032774718200473	0	4207	7331
1	33	12,2766261100769	0,001445943659002	0	0,200770854949951	17	0	0,032748603537432	0	5374	8319
1	31	12,0276846885681	0,00151910320405	0	0,200836420059204	19	0	0,032722530457214	0	5164	8117
1	24	12,0225851535797	0,001244743665059	0	0,200782537460327	26	0	0,032696634334514	0	4409	7187
AVG			0,001400831254597								
											
10	202	12,0121142864227	0,001342974086799	0	0,20213348865509	298	0	0,032687966265283	0	20051	35298
10	241	11,2596373558044	0,001076381730835	0	0,202676653861999	259	0	0,03271384865394	0	23171	42855
10	237	12,0118217468262	0,001120183035291	0	0,201212239265442	263	0	0,032739907895286	0	22848	42638
10	203	12,0117893218994	0,001234056914381	0	0,201329898834229	297	0	0,03276600868634	0	20228	37314
10	260	12,2632734775543	0,001424301587618	0	0,201014924049377	240	0	0,032792014859943	0	24578	43848
10	254	12,2659573554993	0,00172852718924	0	0,201276350021362	246	0	0,032801843164657	0	24159	43826
10	237	11,7605464458466	0,001267131370834	0	0,20132429599762	263	0	0,032827919172583	0	22917	42737
10	229	12,2628061771393	0,001415028842776	0	0,201479744911194	271	0	0,032854036672029	0	22255	40743
10	235	11,7620275020599	0,001354768428397	0	0,201448369026184	265	0	0,032880195762104	0	22511	38543
10	258	12,26504945755	0,001509379970935	0	0,182152962684631	242	0	0,032906396542232	0	24419	43826
AVG			0,001347273315711								
											
100	2229	12,2859916687012	0,01086877503701	0	0,177749137878418	2771	0	0,032897612572785	0	187549	358749
100	2922	12,0343143939972	0,010069201124767	0	0,147102372646332	2078	0	0,032871425773195	0	236053	458178
100	2381	12,0374984741211	0,012819257717782	0	0,194839174747467	2619	0	0,032845280630307	0	197929	375430
100	2599	12,0343346595764	0,010096500175831	0	0,159184143543243	2401	0	0,032819177044804	0	213300	408727
100	2777	12,2777869701385	0,008751252593005	0	0,156344656944275	2223	0	0,032793114917681	0	225599	438580
100	2214	11,7795362472534	0,009061125774263	0	0,187522878646851	2786	0	0,03278329615182	0	186438	349092
100	2501	12,2812166213989	0,009405384917871	0	0,155213754177094	2499	0	0,032757303799888	0	206006	398425
100	2382	12,0390937328339	0,010020565326028	0	0,142319552898407	2618	0	0,032731216869772	0	198138	378792
100	2448	12,0422854423523	0,010430285938425	0	0,198413195610046	2552	0	0,032705171456283	0	202996	388948
100	2859	12,03639960289	0,010027577135687	0	0,272361965179443	2141	0	0,032679302790745	0	231973	439012
AVG			0,010154992574067								
											
											
QOS SUBSCRIBE= 0											
QOS PUBLISH= 1											
1	35	15,0711469650269	1,03799122401646	2,80501163482666	0,200725317001343	15	17	0,031251105790215	0	11709	21123
1	34	18,8479878902435	1,12754407349755	2,41444105625153	0,200753211975098	16	14	0,031184651901841	0	11479	20977
1	37	15,5788099765778	0,764052223514866	2,70445087909698	0,200858354568481	13	20	0,031118601865122	0	12055	21123
1	37	13,3139338493347	0,764081800306166	2,26935798168182	0,20072078704834	13	19	0,031052831029003	0	11850	20023
1	33	15,3184461593628	1,34442449338508	2,28123490810394	0,200732707977295	17	13	0,030987700044836	0	11252	20991
1	36	14,0554375648499	1,12092649274402	2,90979583740234	0,200848340988159	14	22	0,030922721401786	0	12102	20849
1	37	15,5671002864838	1,03613529334197	2,43839608669281	0,200712203979492	13	17	0,030858374097371	0	11994	21785
1	36	14,5685963630676	1,56845088137521	2,65993402004242	0,200674533843994	14	19	0,030794294038342	0	12180	22449
1	37	13,8142728805542	0,546329137441274	1,77770771980286	0,200647830963135	13	15	0,030729885524075	0	11350	19609
1	41	19,8491885662079	0,689699475358172	1,99117164611816	0,2006995677948	9	23	0,030665745877672	0	13213	23573
AVG			0,999963509498077								
											
10	372	17,298243522644	0,898939620423061	1,56957799434662	0,201473116874695	128	71	0,030644346689596	0	41655	79172
10	393	19,810898065567	1,31172010613458	1,89953321933746	0,181506085395813	107	94	0,03070839675782	0	44902	83755
10	387	17,8041763305664	0,879796322618036	1,65012499809265	0,201393055915832	113	90	0,03077271513026	0	44281	83824
10	383	17,3079669475555	1,23041351034498	1,6501576757431	0,201168513298035	117	62	0,030836824953448	0	41611	76931
10	379	15,0381097793579	1,02564202009216	1,89154436588287	0,203283739089966	121	98	0,030901082325136	0	44521	87346
10	373	21,8259868621826	1,54378755035094	2,30196145534515	0,201693606376648	127	85	0,030965969963187	0	42973	85028
10	384	19,8105039596558	1,33184895850718	2,46671696662903	0,202085971832275	116	131	0,031030888392651	0	47502	94247
10	387	15,5755834579468	1,11895253738384	2,40241969585419	0,202196049690247	113	158	0,031162522641202	0	49707	96790
10	385	15,78746342659	0,847704308373587	1,52936078548431	0,201795291900635	115	99	0,031228882148641	0	44671	81498
10	388	20,8324134349823	1,23527925161971	1,94392893791199	0,201839780807495	112	112	0,030601755601758	0	46152	89617
AVG			1,14240841858481								
											
100	3704	19,0854995250702	1,62505853427152	2,11754452228546	0,182564103603363	1296	1054	0,031206690092463	0	366713	726996
100	3931	22,8538253307343	1,54081551332991	2,68110225200653	0,188428299427032	1069	1623	0,031140424765034	0	422468	834183
100	3617	19,5840423107147	0,888902055449271	1,64673802852631	0,191173822879791	1383	660	0,031074561746449	0	333698	646484
100	3837	18,0736186504364	1,11151749981484	2,1216575050354	0,191584184169769	1163	1133	0,031008976744733	0	382346	754306
100	3786	21,1117174625397	1,16794100654106	1,95673981666565	0,149534332752228	1214	1226	0,030944270336561	0	383264	752067
100	3777	18,8426351547241	0,97000947268766	1,87645990848541	0,413918104171753	1223	788	0,030879473512458	0	354005	697542
100	3757	21,1002287864685	1,17853945812584	2,56861418247223	0,160752363204956	1243	1599	0,030815305885092	0	407962	807845
100	3870	20,6131222248077	1,12104250990451	2,24630757808685	0,155402488708496	1130	986	0,030751166443569	0	372292	732084
100	3813	19,8372459411621	1,31768490484684	2,36317485809326	0,191501002311707	1187	1103	0,030686938023854	0	378029	743627
100	3810	22,0899927616119	1,14858037680779	2,04910391330719	0,147455275058746	1190	1092	0,030622977346281	0	376567	742600
AVG			1,20700913317792								
