N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES	MQTT DATA
10	500	12,2621538639069	0,001321396827698	0	0,202167654037476	0	0	0,032568855429808	0	42029	59179
AVG	500	12,2621726512909	0,00133065738678		0,198771834373474			0,028640549236801		42015,8	59137,8
											
100	5000	12,282639503479	0,009670265626907	0	0,286744327545166	0	0	0,012950250989675	0	378920	538170
100	5000	12,2888021469116	0,009856128644943	0	0,195349078178406	0	0	0,032080717803306	0	379232	538669
100	5000	12,2832441329956	0,009802758073807	0	0,278858017921448	0	0	0,032298749286524	0	378846	538377
100	5000	12,2811512947083	0,010245244312286	0	0,168216111660004	0	0	0,032536040792023	0	378617	538007
100	5000	12,2800762653351	0,009520537662506	0	0,153876013755798	0	0	0,031691241899726	0	379324	538714
AVG	5000	12,2831826686859	0,00981898686409		0,216608709812164			0,028311400154251		378987,8	538387,4
											
QOS SUBSCRIBE = 0											
QOS PUBLISH = 1											
											
											
1	50	12,2902743816376	0,001932201385498	0,105901408195496	0,200758218765259	0	0	0,012984377173816	0	9852	14193
1	50	12,2934527397156	0,001973738670349	0,089965691566467	0,200818777084351	0	0	0,031878268081277	0	9840	14181
1	50	12,2922954559326	0,001841807365417	0,077787008285523	0,200480461120605	0	0	0,0318407507867	0	9848	14189
1	50	12,2919027805328	0,001922645568848	0,077885661125183	0,200644016265869	0	0	0,031803321695963	0	9838	14179
1	50	12,2906682491303	0,001871991157532	0,093864488601685	0,200660467147827	0	0	0,031765980498376	0	9842	14183
AVG	50	12,2917187213898	0,001908476829529	0,089080851554871	0,200672388076782			0,028054539647226		9844	14185
											
10	500	12,2657108306885	0,001423191547394	0,000711450576782	0,201050591468811	0	0	0,012977473866741	0	44623	62923
10	500	12,267510175705	0,001418470859528	0,008733386993408	0,204078030586243	0	0	0,031859417880049	0	44623	62923
10	500	12,2647767066956	0,001351455211639	0,000681219100952	0,202951312065124	0	0	0,031821944915597	0	44678	62978
10	500	12,2648458480835	0,001338284015656	0,000669770240784	0,202804756164551	0	0	0,031784559998791	0	44579	62879
10	500	12,2648749351501	0,00131388092041	0,004677724838257	0,203649592399597	0	0	0,031747262819674	0	44612	62912
AVG	500	12,2655436992645	0,001369056510925	0,003094710350037	0,202906856536865			0,028038131896171		44623	62923
											
100	5000	12,2863719463348	0,010032629394531	0,189931349754333	0,280015921592712	0	0	0,012970577896226	0	381571	541971
100	5000	12,2893800735474	0,010050107431412	0,193818392753601	0,145747821331024	0	0	0,032048929041705	0	381268	541808
100	5000	12,2858443260193	0,009981293869019	0,19388632774353	0,199972271919251	0	0	0,032010846658915	0	381782	542369
100	5000	12,2870192527771	0,010078043317795	0,193830590248108	0,148064782619476	0	0	0,031728567186266	0	381773	542313
100	5000	12,2858905792236	0,010156470966339	0,19381115436554	0,199569408893585	0	0	0,031896979203563	0	381580	542167
AVG	5000	12,2869012355804	0,010059708995819	0,193055562973022	0,19467404127121			0,028131179997335		381594,8	542125,6
											
QOS SUBSCRIBE = 0											
QOS PUBLISH = 2											
											
1	50	26,8293297290802	0,001515307426453	0,299040622711182	0,20051121711731	0	0	0,012887556757723	0	14496	21387
1	50	25,8363842964172	0,001594033241272	0,27510763168335	0,20074462890625	0	0	0,012933571364522	0	14500	21391
1	50	24,0306887626648	0,001515345573425	0,238994932174683	0,200735807418823	0	0	0,032115055428759	0	14498	21529
1	50	25,0335643291473	0,001529793739319	0,259091491699219	0,200771570205688	0	0	0,032091349213219	0	14496	21387
1	50	23,8287260532379	0,001564979553223	0,234993834495544	0,200812101364136	0	0	0,032068004232461	0	14494	21385
AVG	50	25,1117386341095	0,001543891906738	0,261445702552795	0,200715065002441			0,024419107399337		14496,8	21415,8
											
10	500	13,9313454627991	0,001573544502258	0,033348989486694	0,200948190689087	0	0	0,012924300062724	0	49251	70101
10	500	12,3173251152039	0,001410658359528	0,001103744506836	0,201228308677673	0	0	0,012896565738671	0	49229	69939
10	500	12,3100094795227	0,001280093193054	0,001000094413757	0,182504057884216	0	0	0,032196291788962	0	49229	70079
10	500	12,3125956058502	0,001234477043152	0,001041297912598	0,183738327026367	0	0	0,032187699456204	0	49218	70068
10	500	12,7311613559723	0,00146403837204	0,009390730857849	0,202337765693665	0	0	0,032139615984665	0	49229	70079
AVG	500	12,7204874038696	0,001392562294006	0,009176971435547	0,194151329994202			0,024468894606245		49231,2	70053,2
											
100	5000	22,6112534999847	0,009787424564362	0,210663976669312	0,317827939987183	0	0	0,012915042043485	0	386120	549210
100	5000	23,208309173584	0,009542014074326	0,222536492347717	0,26928055524826	0	0	0,012905797278281	0	386221	549311
100	5000	22,2129955291748	0,009802922391891	0,202506895065308	0,200098905563354	0	0	0,031653068754869	0	386331	549468
100	5000	23,0134925842285	0,010132645130158	0,218626480102539	0,262758793830872	0	0	0,031918739821994	0	385945	549176
100	5000	22,4020957946777	0,009606815862656	0,206364636421204	0,192098383903503	0	0	0,032181967045339	0	386028	549165
AVG	5000	22,68962931633	0,009774364404678	0,212139696121216	0,248412915706634			0,024314922988794		386129	549266
